InvoiceNo,ShipmentProvider,WarehouseLocation,OrderPriority,ReturnStatus,PaymentMethod
242841,UPS,Amsterdam,High,Not Returned,Bank Transfer
138921,DHL,Rome,High,Not Returned,Credit Card
512291,FedEx,Berlin,High,Returned,paypall
976021,DHL,Rome,High,Not Returned,paypall
634589,DHL,Amsterdam,Low,Not Returned,Credit Card
826403,FedEx,Rome,Low,Not Returned,paypall
486942,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
334245,DHL,London,Medium,Not Returned,Credit Card
810361,FedEx,Rome,High,Not Returned,Credit Card
541575,FedEx,London,Low,Not Returned,Credit Card
417263,FedEx,Rome,High,Not Returned,Credit Card
169191,UPS,Berlin,Medium,Not Returned,paypall
640635,UPS,Rome,Low,Not Returned,paypall
745647,FedEx,Berlin,High,Not Returned,paypall
122053,UPS,Rome,High,Not Returned,paypall
945488,Royal Mail,London,Low,Not Returned,Credit Card
682976,Royal Mail,London,Low,Not Returned,Bank Transfer
488989,UPS,Rome,High,Not Returned,Credit Card
944882,UPS,Paris,Medium,Not Returned,Bank Transfer
226385,DHL,Paris,High,Not Returned,Bank Transfer
505520,Royal Mail,Berlin,Medium,Not Returned,paypall
729104,Royal Mail,Berlin,High,Not Returned,Credit Card
131403,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
475691,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
469222,DHL,Amsterdam,Low,Not Returned,Credit Card
989086,FedEx,Rome,Low,Not Returned,Bank Transfer
614503,Royal Mail,Rome,Low,Not Returned,Credit Card
700706,DHL,Paris,Low,Returned,paypall
946356,DHL,Amsterdam,High,Not Returned,paypall
228391,Royal Mail,Berlin,Low,Not Returned,paypall
317307,FedEx,Berlin,Low,Not Returned,paypall
776538,FedEx,Rome,High,Not Returned,Credit Card
773181,DHL,Rome,High,Not Returned,Credit Card
625002,FedEx,London,High,Returned,Bank Transfer
344465,DHL,Amsterdam,High,Not Returned,Credit Card
567983,UPS,Amsterdam,High,Returned,paypall
444472,UPS,Paris,Low,Not Returned,Credit Card
344539,Royal Mail,London,High,Not Returned,paypall
753484,FedEx,London,Low,Not Returned,paypall
214312,DHL,London,Medium,Not Returned,Bank Transfer
697170,DHL,Amsterdam,Medium,Not Returned,paypall
468486,Royal Mail,Amsterdam,High,Not Returned,paypall
779484,FedEx,Rome,Low,Not Returned,Credit Card
582800,UPS,Rome,Low,Not Returned,paypall
186951,DHL,Amsterdam,Low,Not Returned,paypall
379655,UPS,Rome,Medium,Not Returned,Credit Card
678876,UPS,Amsterdam,Low,Not Returned,Credit Card
338274,UPS,London,Low,Not Returned,Credit Card
177567,UPS,London,High,Not Returned,paypall
242287,FedEx,Amsterdam,High,Not Returned,Credit Card
767211,Royal Mail,Rome,Low,Not Returned,Credit Card
264622,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
334676,UPS,Berlin,Medium,Not Returned,paypall
741155,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
942390,UPS,London,High,Not Returned,paypall
494394,DHL,London,Low,Not Returned,Bank Transfer
299014,Royal Mail,Amsterdam,High,Not Returned,paypall
184727,Royal Mail,London,Low,Not Returned,Credit Card
472900,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
577900,FedEx,Paris,Low,Not Returned,Credit Card
393290,Royal Mail,Paris,Low,Not Returned,Credit Card
692548,UPS,Rome,High,Not Returned,Bank Transfer
790663,FedEx,Berlin,High,Not Returned,paypall
616308,DHL,Amsterdam,Medium,Not Returned,paypall
809373,DHL,Berlin,High,Not Returned,paypall
581436,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
185066,UPS,Amsterdam,High,Not Returned,paypall
319570,FedEx,London,Medium,Not Returned,paypall
494417,FedEx,Berlin,Low,Not Returned,Bank Transfer
175547,FedEx,Amsterdam,Medium,Not Returned,Credit Card
856553,UPS,Amsterdam,High,Not Returned,paypall
346404,UPS,London,High,Not Returned,Bank Transfer
883996,FedEx,Berlin,High,Not Returned,paypall
569303,UPS,Rome,Low,Not Returned,paypall
155103,DHL,Rome,Low,Not Returned,paypall
317214,UPS,Berlin,High,Not Returned,paypall
505880,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
955056,DHL,Berlin,High,Not Returned,paypall
141456,DHL,Amsterdam,High,Not Returned,Credit Card
601728,Royal Mail,Rome,High,Not Returned,Bank Transfer
370808,DHL,Amsterdam,High,Returned,paypall
732672,FedEx,Rome,Low,Not Returned,Credit Card
545750,Royal Mail,London,Medium,Not Returned,Bank Transfer
206229,UPS,London,Low,Not Returned,Bank Transfer
428840,Royal Mail,Rome,High,Not Returned,Credit Card
766074,Royal Mail,Paris,Low,Not Returned,Credit Card
366456,FedEx,Berlin,Low,Not Returned,Credit Card
206691,UPS,Berlin,Low,Not Returned,Credit Card
741224,UPS,Paris,Low,Not Returned,paypall
806063,UPS,Paris,Medium,Not Returned,Credit Card
135215,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
449708,DHL,Rome,Medium,Not Returned,paypall
852205,UPS,Berlin,Medium,Not Returned,Credit Card
726901,DHL,Amsterdam,Low,Not Returned,paypall
602100,UPS,Amsterdam,Medium,Not Returned,Credit Card
222184,UPS,Amsterdam,High,Not Returned,Bank Transfer
619102,DHL,Amsterdam,High,Not Returned,Bank Transfer
796438,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
660552,DHL,Amsterdam,Medium,Not Returned,Credit Card
789844,FedEx,Rome,Medium,Not Returned,Bank Transfer
979427,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
449001,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
869396,Royal Mail,London,Medium,Not Returned,paypall
724264,Royal Mail,London,High,Returned,paypall
797522,FedEx,London,Low,Not Returned,Bank Transfer
560207,Royal Mail,Paris,Low,Not Returned,Credit Card
450609,DHL,Berlin,Low,Not Returned,Credit Card
328745,Royal Mail,Paris,Low,Returned,Bank Transfer
664082,FedEx,Rome,High,Not Returned,paypall
653525,UPS,Paris,Medium,Not Returned,Bank Transfer
213742,UPS,Rome,Low,Not Returned,Bank Transfer
951726,DHL,Berlin,High,Not Returned,paypall
595498,UPS,London,High,Not Returned,paypall
299079,Royal Mail,Amsterdam,High,Not Returned,Credit Card
113417,FedEx,Rome,Low,Not Returned,Credit Card
152328,FedEx,London,High,Not Returned,Credit Card
562126,UPS,Paris,Low,Not Returned,Credit Card
762133,FedEx,London,Medium,Not Returned,Credit Card
202116,UPS,Amsterdam,Low,Not Returned,Bank Transfer
155443,Royal Mail,Berlin,Low,Not Returned,paypall
581121,UPS,London,Medium,Not Returned,Bank Transfer
315189,FedEx,Rome,High,Not Returned,Bank Transfer
618225,FedEx,Berlin,Low,Not Returned,paypall
147119,FedEx,Berlin,Medium,Not Returned,paypall
920100,DHL,Paris,Medium,Not Returned,Credit Card
837472,FedEx,Amsterdam,Medium,Not Returned,Credit Card
627058,Royal Mail,Rome,High,Not Returned,Bank Transfer
293609,Royal Mail,Amsterdam,High,Not Returned,paypall
275380,UPS,Amsterdam,High,Not Returned,Credit Card
400092,FedEx,Amsterdam,Low,Not Returned,Credit Card
213612,UPS,Amsterdam,High,Not Returned,paypall
543318,UPS,Paris,High,Not Returned,Credit Card
860343,DHL,Paris,High,Not Returned,Credit Card
758966,FedEx,London,Low,Not Returned,Bank Transfer
704502,UPS,Amsterdam,Medium,Not Returned,Credit Card
360490,UPS,Berlin,Medium,Not Returned,Bank Transfer
219726,Royal Mail,Rome,Medium,Not Returned,Credit Card
395169,UPS,London,Low,Not Returned,paypall
150373,UPS,Berlin,Medium,Not Returned,Credit Card
900820,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
969002,FedEx,Berlin,Medium,Not Returned,paypall
995246,DHL,Rome,High,Not Returned,Credit Card
393064,UPS,London,High,Not Returned,Credit Card
884250,DHL,Paris,Medium,Not Returned,Bank Transfer
246083,DHL,Amsterdam,Low,Not Returned,Credit Card
984315,FedEx,Berlin,Medium,Not Returned,Credit Card
158266,Royal Mail,London,High,Not Returned,Bank Transfer
217847,FedEx,London,High,Not Returned,paypall
613205,FedEx,Berlin,Low,Not Returned,Bank Transfer
897538,Royal Mail,Rome,Medium,Not Returned,paypall
646074,DHL,Paris,Low,Not Returned,Credit Card
379088,DHL,Amsterdam,Medium,Not Returned,paypall
436061,FedEx,London,High,Not Returned,Bank Transfer
272236,Royal Mail,Berlin,Medium,Not Returned,Credit Card
307815,UPS,Rome,Low,Not Returned,Bank Transfer
285323,Royal Mail,London,Medium,Not Returned,Bank Transfer
983327,Royal Mail,Berlin,Medium,Not Returned,paypall
529025,DHL,Paris,Low,Not Returned,paypall
368988,Royal Mail,Rome,Low,Not Returned,Credit Card
863561,DHL,Paris,Low,Not Returned,Bank Transfer
936296,UPS,Paris,High,Not Returned,paypall
307484,UPS,Rome,High,Not Returned,paypall
844227,Royal Mail,Berlin,High,Not Returned,Bank Transfer
408077,FedEx,Berlin,Low,Not Returned,Credit Card
113144,UPS,Berlin,High,Not Returned,paypall
369793,UPS,Paris,Medium,Not Returned,Credit Card
529861,UPS,Amsterdam,High,Not Returned,Credit Card
808034,FedEx,Amsterdam,Low,Not Returned,paypall
466099,Royal Mail,Amsterdam,Medium,Returned,Credit Card
112818,Royal Mail,Rome,High,Not Returned,paypall
361644,Royal Mail,Amsterdam,High,Not Returned,Credit Card
136880,FedEx,London,High,Not Returned,Bank Transfer
946541,FedEx,Berlin,High,Not Returned,Credit Card
792693,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
940490,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
518346,DHL,London,Medium,Not Returned,Bank Transfer
257788,DHL,Paris,High,Not Returned,paypall
858641,UPS,Amsterdam,Low,Not Returned,Bank Transfer
393441,UPS,Rome,Low,Not Returned,paypall
381206,FedEx,Paris,Medium,Not Returned,Credit Card
653780,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
862439,UPS,Amsterdam,High,Returned,paypall
711149,UPS,Amsterdam,Medium,Returned,Bank Transfer
287553,UPS,Amsterdam,Low,Not Returned,Bank Transfer
831084,Royal Mail,Berlin,Low,Not Returned,paypall
821737,DHL,Rome,Medium,Not Returned,Credit Card
398950,Royal Mail,Amsterdam,High,Not Returned,paypall
986540,UPS,Rome,Medium,Not Returned,Bank Transfer
174457,FedEx,London,High,Not Returned,paypall
694173,FedEx,Rome,Medium,Returned,Bank Transfer
699479,Royal Mail,Amsterdam,High,Not Returned,paypall
147674,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
704703,Royal Mail,London,High,Not Returned,Bank Transfer
563698,DHL,Amsterdam,High,Not Returned,Bank Transfer
405271,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
516718,FedEx,Berlin,Medium,Not Returned,paypall
981461,UPS,Paris,Low,Not Returned,Bank Transfer
303265,DHL,Amsterdam,High,Not Returned,paypall
345365,DHL,Berlin,Medium,Not Returned,Credit Card
281796,FedEx,Berlin,High,Not Returned,Credit Card
499456,DHL,Amsterdam,Medium,Not Returned,paypall
580102,DHL,Paris,Medium,Not Returned,Credit Card
207889,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
410688,UPS,Berlin,Low,Not Returned,paypall
132895,DHL,Amsterdam,High,Not Returned,Bank Transfer
994310,FedEx,Rome,Low,Not Returned,paypall
457531,DHL,Berlin,Low,Not Returned,paypall
898352,FedEx,Rome,Medium,Not Returned,Bank Transfer
835288,Royal Mail,London,Low,Not Returned,paypall
704741,Royal Mail,Paris,High,Not Returned,Bank Transfer
261715,FedEx,Amsterdam,High,Not Returned,paypall
915659,FedEx,Berlin,Medium,Not Returned,Credit Card
385395,FedEx,Rome,Low,Not Returned,Credit Card
910670,DHL,Rome,High,Not Returned,Bank Transfer
684332,Royal Mail,Berlin,Medium,Not Returned,Credit Card
258795,UPS,Paris,Low,Not Returned,Bank Transfer
921405,DHL,Rome,High,Not Returned,paypall
718580,UPS,Paris,High,Not Returned,Credit Card
763873,DHL,Paris,High,Returned,Credit Card
785585,DHL,Amsterdam,Medium,Not Returned,paypall
206371,FedEx,London,Low,Not Returned,Credit Card
242377,UPS,Rome,Medium,Not Returned,Bank Transfer
656010,UPS,Amsterdam,High,Not Returned,paypall
880157,DHL,Berlin,Low,Not Returned,Credit Card
177684,FedEx,Rome,Low,Not Returned,Credit Card
155429,UPS,Berlin,High,Not Returned,Bank Transfer
702725,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
326707,FedEx,Amsterdam,Low,Not Returned,Credit Card
273548,Royal Mail,Rome,Low,Not Returned,Credit Card
275325,DHL,Berlin,High,Not Returned,paypall
513924,DHL,Amsterdam,Low,Not Returned,paypall
998853,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
820323,DHL,Rome,Medium,Not Returned,paypall
914053,UPS,Berlin,Low,Returned,paypall
523217,UPS,London,High,Not Returned,Credit Card
591323,FedEx,London,Medium,Not Returned,paypall
376364,FedEx,London,High,Not Returned,Credit Card
976662,FedEx,Rome,Medium,Not Returned,paypall
951554,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
181757,DHL,Rome,Medium,Not Returned,Bank Transfer
205385,DHL,Amsterdam,Medium,Not Returned,Credit Card
430051,Royal Mail,Amsterdam,High,Not Returned,paypall
794430,FedEx,Berlin,Medium,Returned,Bank Transfer
139150,FedEx,Amsterdam,Medium,Not Returned,paypall
614443,Royal Mail,Rome,Low,Not Returned,Bank Transfer
341983,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
423406,UPS,Rome,Medium,Not Returned,paypall
209756,DHL,Amsterdam,High,Not Returned,paypall
581588,FedEx,London,High,Not Returned,Credit Card
651449,DHL,London,Medium,Returned,paypall
252252,UPS,Paris,High,Not Returned,paypall
312473,Royal Mail,London,Medium,Not Returned,Credit Card
380969,Royal Mail,London,Medium,Not Returned,paypall
192811,Royal Mail,Berlin,Low,Not Returned,Credit Card
494233,FedEx,Paris,High,Not Returned,paypall
251957,UPS,Rome,Low,Returned,Credit Card
201351,Royal Mail,Rome,Low,Not Returned,Bank Transfer
146260,FedEx,Amsterdam,High,Not Returned,Bank Transfer
503476,UPS,Paris,Medium,Not Returned,Bank Transfer
548162,DHL,Paris,Low,Not Returned,paypall
802022,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
923450,DHL,London,Medium,Not Returned,paypall
286171,FedEx,Rome,High,Not Returned,paypall
293378,DHL,London,High,Not Returned,paypall
522446,DHL,Paris,High,Not Returned,paypall
911201,UPS,Amsterdam,High,Not Returned,Bank Transfer
467839,FedEx,London,High,Not Returned,Bank Transfer
790574,FedEx,Paris,High,Not Returned,paypall
132492,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
950199,Royal Mail,Amsterdam,Medium,Returned,Credit Card
320115,Royal Mail,London,Low,Not Returned,Bank Transfer
686761,UPS,Amsterdam,Medium,Not Returned,paypall
478231,Royal Mail,Amsterdam,High,Returned,paypall
209015,UPS,Berlin,Medium,Not Returned,Bank Transfer
712503,DHL,Rome,High,Returned,paypall
341495,DHL,Amsterdam,Low,Not Returned,Bank Transfer
103687,FedEx,Rome,Medium,Not Returned,paypall
804495,FedEx,Berlin,Medium,Not Returned,Bank Transfer
557851,DHL,Paris,Low,Not Returned,Credit Card
697688,DHL,Amsterdam,Medium,Not Returned,paypall
958095,FedEx,London,High,Not Returned,Credit Card
981441,DHL,Rome,Low,Not Returned,Bank Transfer
936136,UPS,Berlin,Low,Not Returned,Credit Card
482375,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
507050,Royal Mail,Paris,Low,Not Returned,paypall
502137,FedEx,Paris,Low,Not Returned,paypall
783933,Royal Mail,Rome,Low,Not Returned,Bank Transfer
924308,DHL,Berlin,Low,Not Returned,Bank Transfer
890698,UPS,London,Medium,Not Returned,Credit Card
137713,DHL,Amsterdam,Low,Not Returned,Bank Transfer
122068,FedEx,Amsterdam,Medium,Not Returned,paypall
714524,DHL,Amsterdam,High,Not Returned,paypall
763726,DHL,Amsterdam,Low,Not Returned,Bank Transfer
594071,FedEx,Amsterdam,Medium,Not Returned,paypall
169384,UPS,Berlin,High,Returned,Bank Transfer
654760,UPS,Paris,High,Not Returned,paypall
758816,UPS,Amsterdam,High,Not Returned,Bank Transfer
315750,FedEx,Rome,High,Not Returned,Credit Card
243103,DHL,Rome,Medium,Not Returned,Bank Transfer
185675,FedEx,Amsterdam,High,Not Returned,Bank Transfer
775386,UPS,London,Medium,Not Returned,paypall
665175,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
259849,UPS,Paris,Low,Not Returned,paypall
232732,DHL,Rome,Low,Not Returned,Bank Transfer
389295,FedEx,Paris,High,Not Returned,Credit Card
386757,Royal Mail,Paris,High,Not Returned,paypall
165266,Royal Mail,London,Medium,Not Returned,Credit Card
309816,FedEx,London,Medium,Not Returned,Credit Card
733308,FedEx,Amsterdam,High,Not Returned,Credit Card
416882,UPS,London,High,Not Returned,Bank Transfer
801137,UPS,Rome,Low,Not Returned,paypall
654990,Royal Mail,Berlin,Medium,Returned,Bank Transfer
319450,FedEx,London,Low,Not Returned,paypall
224188,UPS,Rome,High,Not Returned,Bank Transfer
701551,Royal Mail,Paris,Low,Returned,Bank Transfer
359751,UPS,Rome,Medium,Not Returned,paypall
492455,Royal Mail,London,Low,Not Returned,Credit Card
736513,FedEx,Paris,High,Not Returned,paypall
460069,UPS,Amsterdam,Low,Returned,Credit Card
161804,UPS,Berlin,High,Not Returned,Bank Transfer
716628,DHL,London,Low,Not Returned,Bank Transfer
375165,UPS,London,High,Not Returned,paypall
741899,Royal Mail,Rome,High,Not Returned,Bank Transfer
144001,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
774452,UPS,London,Low,Not Returned,Credit Card
522131,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
604120,FedEx,Amsterdam,High,Not Returned,paypall
546539,Royal Mail,Paris,Low,Not Returned,Credit Card
488976,Royal Mail,Rome,Low,Not Returned,Bank Transfer
569253,DHL,Amsterdam,Low,Not Returned,Credit Card
731014,UPS,Berlin,Low,Not Returned,paypall
282974,FedEx,Amsterdam,Low,Not Returned,Credit Card
377883,UPS,Rome,High,Not Returned,paypall
959444,FedEx,Paris,Low,Not Returned,paypall
566683,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
113699,FedEx,London,Low,Not Returned,Credit Card
233876,DHL,Amsterdam,Low,Returned,Credit Card
542120,Royal Mail,Paris,Low,Not Returned,Bank Transfer
547812,DHL,Berlin,High,Returned,paypall
281065,FedEx,Rome,Medium,Not Returned,paypall
557582,FedEx,Berlin,High,Not Returned,paypall
662631,FedEx,Berlin,Low,Not Returned,paypall
504991,FedEx,Amsterdam,High,Not Returned,paypall
877558,UPS,Amsterdam,High,Returned,paypall
733273,FedEx,Paris,Low,Not Returned,Bank Transfer
425156,UPS,Rome,Medium,Not Returned,Credit Card
409830,FedEx,Rome,Medium,Not Returned,paypall
810917,Royal Mail,Paris,Low,Not Returned,paypall
426380,Royal Mail,Berlin,Low,Not Returned,Credit Card
276946,FedEx,London,Low,Returned,Bank Transfer
230025,FedEx,Amsterdam,High,Not Returned,paypall
218222,FedEx,London,Medium,Not Returned,Bank Transfer
655874,DHL,Rome,Low,Not Returned,Bank Transfer
157009,DHL,Amsterdam,High,Not Returned,Bank Transfer
100607,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
852525,FedEx,Rome,High,Not Returned,Bank Transfer
923818,Royal Mail,Amsterdam,High,Returned,Bank Transfer
441769,UPS,Paris,High,Not Returned,Credit Card
555868,FedEx,Berlin,High,Not Returned,Bank Transfer
738160,UPS,London,Low,Not Returned,Bank Transfer
326316,Royal Mail,Paris,Low,Not Returned,Bank Transfer
530241,FedEx,Berlin,High,Not Returned,paypall
738523,DHL,London,High,Not Returned,Bank Transfer
607314,Royal Mail,Rome,Medium,Not Returned,Credit Card
949924,Royal Mail,London,Low,Not Returned,Bank Transfer
241295,DHL,Rome,Medium,Not Returned,Bank Transfer
608105,FedEx,Amsterdam,Low,Not Returned,paypall
385087,FedEx,London,Medium,Not Returned,Credit Card
187051,UPS,Berlin,Medium,Not Returned,Bank Transfer
981587,Royal Mail,Paris,High,Not Returned,Credit Card
556076,FedEx,Amsterdam,High,Not Returned,Credit Card
592884,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
952719,FedEx,Berlin,Low,Not Returned,Bank Transfer
211541,FedEx,Amsterdam,High,Not Returned,Bank Transfer
344084,UPS,Berlin,Medium,Not Returned,paypall
467993,FedEx,Paris,High,Returned,paypall
957312,FedEx,Rome,Low,Returned,Credit Card
527189,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
306120,UPS,Rome,Medium,Not Returned,Credit Card
267727,FedEx,Berlin,Low,Not Returned,paypall
330706,DHL,Rome,High,Returned,paypall
174158,UPS,Berlin,Low,Not Returned,Bank Transfer
557393,UPS,Amsterdam,Low,Not Returned,Bank Transfer
222207,Royal Mail,Berlin,Low,Not Returned,Credit Card
202987,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
684749,Royal Mail,Rome,Low,Not Returned,Credit Card
642946,DHL,Rome,Low,Not Returned,paypall
746499,FedEx,Berlin,Low,Not Returned,Credit Card
398277,Royal Mail,Paris,Medium,Not Returned,paypall
838543,DHL,Berlin,Medium,Not Returned,Credit Card
487419,UPS,Rome,Low,Not Returned,Bank Transfer
382764,UPS,Berlin,High,Not Returned,paypall
530283,FedEx,Berlin,Medium,Returned,Bank Transfer
562485,DHL,Amsterdam,Medium,Returned,Bank Transfer
260747,FedEx,Paris,High,Not Returned,paypall
822561,FedEx,Rome,Medium,Not Returned,Credit Card
625148,UPS,Paris,Low,Not Returned,paypall
739820,FedEx,Berlin,High,Returned,paypall
914050,FedEx,Berlin,Low,Not Returned,Credit Card
914348,DHL,London,Medium,Not Returned,Bank Transfer
308289,DHL,Amsterdam,Medium,Not Returned,Credit Card
968488,Royal Mail,Paris,High,Not Returned,Bank Transfer
974099,DHL,Berlin,Low,Not Returned,Credit Card
122878,Royal Mail,Paris,High,Not Returned,Bank Transfer
701248,DHL,London,Medium,Not Returned,Bank Transfer
662842,DHL,Paris,Medium,Not Returned,Credit Card
782156,DHL,London,High,Not Returned,Bank Transfer
502561,FedEx,Amsterdam,High,Not Returned,Credit Card
223448,DHL,Amsterdam,Low,Not Returned,Credit Card
324094,UPS,Berlin,Medium,Not Returned,Bank Transfer
384728,UPS,London,Low,Not Returned,Credit Card
623663,UPS,Paris,Low,Not Returned,Credit Card
111598,Royal Mail,Amsterdam,Low,Not Returned,paypall
829221,UPS,Amsterdam,Low,Not Returned,Bank Transfer
511661,Royal Mail,London,Low,Not Returned,Bank Transfer
405957,DHL,Paris,High,Not Returned,Bank Transfer
234802,FedEx,Rome,Low,Not Returned,Credit Card
635972,UPS,London,Medium,Not Returned,paypall
550686,DHL,Rome,High,Not Returned,Bank Transfer
466570,FedEx,London,Low,Not Returned,Bank Transfer
265635,DHL,Amsterdam,Medium,Not Returned,Credit Card
546681,DHL,London,Medium,Not Returned,Bank Transfer
173723,Royal Mail,Paris,Medium,Not Returned,Credit Card
161320,Royal Mail,London,High,Not Returned,Bank Transfer
465288,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
394768,DHL,Paris,Medium,Not Returned,paypall
831815,DHL,Paris,Medium,Not Returned,Credit Card
365870,FedEx,Berlin,Medium,Not Returned,Credit Card
881800,DHL,London,Medium,Not Returned,Credit Card
852612,FedEx,London,Low,Returned,paypall
329635,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
281465,DHL,Rome,Low,Returned,paypall
757203,UPS,Paris,Low,Not Returned,Bank Transfer
941361,FedEx,Rome,High,Not Returned,Credit Card
820820,FedEx,Berlin,Low,Not Returned,Credit Card
900186,DHL,Amsterdam,High,Not Returned,Bank Transfer
784213,DHL,Rome,High,Not Returned,paypall
552776,Royal Mail,Amsterdam,Medium,Not Returned,paypall
195324,DHL,Paris,Medium,Not Returned,Credit Card
828692,FedEx,Berlin,Low,Not Returned,Credit Card
628855,Royal Mail,Rome,Low,Not Returned,Bank Transfer
588963,DHL,Paris,High,Not Returned,Credit Card
305908,FedEx,Paris,Medium,Not Returned,Credit Card
424262,Royal Mail,Rome,High,Not Returned,paypall
552102,Royal Mail,Rome,Low,Not Returned,Bank Transfer
918582,UPS,London,Medium,Not Returned,Bank Transfer
297863,FedEx,London,Medium,Not Returned,Bank Transfer
356250,DHL,Berlin,Medium,Not Returned,paypall
983796,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
314650,DHL,London,Medium,Not Returned,Credit Card
651848,UPS,Rome,Low,Not Returned,Bank Transfer
708856,Royal Mail,Rome,Medium,Not Returned,Credit Card
737534,FedEx,Amsterdam,Low,Not Returned,paypall
308758,Royal Mail,London,Medium,Not Returned,Credit Card
758731,Royal Mail,Berlin,High,Not Returned,paypall
447493,UPS,Amsterdam,Medium,Not Returned,paypall
224460,DHL,Rome,High,Not Returned,paypall
285084,Royal Mail,Paris,High,Not Returned,Credit Card
304228,DHL,Berlin,Medium,Not Returned,Bank Transfer
365076,Royal Mail,London,Low,Not Returned,Bank Transfer
109778,DHL,Rome,Medium,Not Returned,Bank Transfer
385177,UPS,Rome,Low,Returned,paypall
765664,FedEx,London,Low,Not Returned,Credit Card
357589,Royal Mail,Berlin,Medium,Not Returned,Credit Card
868221,Royal Mail,Berlin,Medium,Not Returned,paypall
489585,FedEx,Berlin,Low,Not Returned,Bank Transfer
507623,UPS,London,High,Not Returned,paypall
563735,UPS,Rome,Low,Not Returned,Bank Transfer
102521,DHL,Rome,High,Not Returned,Bank Transfer
184622,DHL,Amsterdam,High,Not Returned,paypall
607922,FedEx,Berlin,Medium,Not Returned,Bank Transfer
217257,Royal Mail,Rome,Low,Not Returned,paypall
738935,UPS,Paris,Medium,Not Returned,paypall
231855,DHL,London,High,Not Returned,paypall
142666,DHL,Paris,High,Not Returned,Credit Card
247870,DHL,Berlin,Low,Not Returned,Credit Card
829451,UPS,Rome,Low,Not Returned,paypall
962735,UPS,Rome,Low,Returned,Bank Transfer
363247,DHL,Berlin,Medium,Not Returned,Bank Transfer
170845,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
789299,UPS,Berlin,Medium,Not Returned,paypall
436314,FedEx,Paris,Medium,Returned,Bank Transfer
860072,Royal Mail,Paris,Low,Not Returned,paypall
898567,UPS,Paris,Low,Not Returned,paypall
481577,FedEx,Amsterdam,High,Not Returned,Bank Transfer
293020,UPS,Amsterdam,Medium,Not Returned,Credit Card
721868,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
448625,FedEx,Amsterdam,Low,Returned,Bank Transfer
290828,DHL,Berlin,Low,Not Returned,Credit Card
616076,FedEx,London,Medium,Not Returned,paypall
663692,FedEx,London,High,Not Returned,Bank Transfer
889021,DHL,Paris,Medium,Not Returned,paypall
306639,UPS,London,High,Not Returned,Bank Transfer
633983,FedEx,Rome,Low,Not Returned,Bank Transfer
312135,DHL,Rome,High,Not Returned,paypall
892154,FedEx,Amsterdam,Medium,Returned,paypall
342778,Royal Mail,Berlin,Medium,Not Returned,Credit Card
674162,UPS,Rome,Low,Not Returned,Credit Card
494057,DHL,Amsterdam,High,Returned,paypall
774091,UPS,Amsterdam,Medium,Not Returned,paypall
487245,DHL,Paris,High,Not Returned,Bank Transfer
624933,DHL,Berlin,Low,Not Returned,Credit Card
656404,DHL,Berlin,High,Not Returned,paypall
665271,UPS,London,Low,Not Returned,Bank Transfer
129402,UPS,Berlin,Medium,Not Returned,paypall
935590,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
590501,FedEx,Berlin,High,Not Returned,Credit Card
398613,Royal Mail,London,Low,Not Returned,Credit Card
